"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FG74FJ9W","journalArticle","1991","Kevin D. Ashley; Kevin D. Ashley","Modeling Legal Argument: Reasoning with Cases and Hypotheticals","","","","","","This dissertation is about adversarial, case-based reasoning and the HYPO program that performs adversarial reasoning with cases and hypotheticals in the legal domain. The dissertation identifies and describes basic case-based operations, an adversarial, case-based reasoning process, a schematic structure for case-based arguments, the kinds of counter-examples that arise and the knowledge sources necessary to support adversarial, case-based reasoning. The HYPO program embodies the methodology. It comprises: (1) a structured Case Knowledge Base (""CKB"") of actual legal cases; (2) an indexing scheme (""dimensions"") for retrieval of relevant cases from the CKB; (3) methods for analyzing problem situations and retrieving relevant cases; (4) methods for interpreting and assessing the relevancy of past cases by ""positioning"" the problem situation with respect to relevant existing cases in the CKB as seen from the viewpoint of the problem at hand and finding the most-on-point cases; (5) methods for comparing/contrasting cases (e.g., citing, distinguishing, finding counter-examples); (6) methods for posing hypotheticals that test the sensitivity of the problem situation to changes, particularly with regard to potentially adverse effects of new damaging facts coming to light and existing favorable ones being discredited; (7) methods for generating ""3-ply"" argument outlines to play out realistic legal arguments citing cases in a manner familiar to attorneys; and (8) methods for explaining alternative decisions of the problem situation by posing hypotheticals, comparing arguments and summarizing the precedents. HYPO's performance compares favorably to that of judges and attorneys in actual legal cases. The law is an excellent domain to study case-based reasoning since by its very nature it: (1) espouses a doctrine of precedent in which prior cases are the primary tools for justifying legal conclusions; and (2) employs precedential reasoning to make up for the lack of strong domain models with which to reason deductively about problem situations. The law is also a paradigm for adversarial case-based reasoning; there are ""no right answers"", only arguments pitting interpretations of cases and facts against each other. The dissertation addresses issues of central concern to Artificial Intelligence including: relevance and credit assignment, indexing and inference control, argumentation, analogical reasoning and explanation.","1991","2025-03-26 12:56:39","2025-03-26 12:56:39","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=Modeling%20Legal%20Argument:%20Reasoning%20with%20Cases%20and%20Hypotheticals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C27SJ62B","journalArticle","1913","Hohfeld; Hohfeld","Some Fundamental Legal Conceptions as applied in judicial reasoning","Yale Law Journal","","","","","","1913","2025-03-26 12:56:39","2025-03-26 12:56:39","","","","","","","Yale Law Journal","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=Some%20Fundamental%20Legal%20Conceptions%20as%20applied%20in%20judicial%20reasoning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77AIMEQ8","journalArticle","1998","Henry Prakken; Henry Prakken; Giovanni Sartor; Giovanni Sartor","Modelling Reasoning with Precedents in a Formal Dialogue Game","Artificial Intelligence and Law","","","10.1007/978-94-015-9010-5_5","","This paper analyses legal reasoning with precedents in the setting of a formally defined dialogue game. After giving a legal-theoretical account of judicial reasoning with precedents, a formal method is proposed for representing precedents and it is discussed how such representations can be used in a formally defined dialectical protocol for dispute. The basic ideas are to represent cases as argument structures (including pro and con arguments, and the arguments for adjudicating their conflicts) and to define certain case-based reasoning moves as strategies for introducing information into a dispute. In particular, analogizing and distinguishing are conceived as elementary theory construction moves, which produce new information on the basis of an existing stock of cases. The approach also offers the possibility of using portions of precedents and of expressing criteria for determining the outcome of precedent-based disputes.","1998","2025-03-26 12:56:39","2025-03-26 12:56:39","","","","","","","Artificial Intelligence and Law","","","","","","","","","","","","","","","","","","https://doi.org/10.1007/978-94-015-9010-5_5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LDYZZ4AM","journalArticle","1984","Robert K. Yin; Robert K. Yin","Case Study Research: Design and Methods","","","","","","Foreword, by Donald T. Campbell Preface 1. INTRODUCTION: How to Know Whether and When to Use Case Studies as a Research Method The Case Study as a Research Method Comparing Case Studies With Other Research Methods in the Social Sciences Different Kinds of Case Studies, But a Common Definition Summary 2. DESIGNING CASE STUDIES: Identifying Your Case(s) and Establishing the Logic of Your Case Study General Approach to Designing Case Studies Criteria for Judging the Quality of Research Designs Case Study Designs Modest Advice in Selecting Case Study Designs 3. PREPARING TO COLLECT CASE STUDY EVIDENCE: What You Need to Do Before Starting to Collect Case Study Data The Case Study Investigator: Desired Skills Preparation and Training for a Specific Case Study The Case Study Protocol Screening the Candidate ""Cases"" for Your Case Study The Pilot Case Study Summary 4. COLLECTING CASE STUDY EVIDENCE: The Principles You Should Follow in Working With Six Sources of Evidence Six Sources of Evidence Three Principles of Data Collection Summary 5. ANALYZING CASE STUDY EVIDENCE: How to Start Your Analysis, Your Analytic Choices, and How They Work An Analytic Strategy: More Than Familiarity With Analytic Tools Five Analytic Techniques Pressing for a High-Quality Analysis Summary 6. REPORTING CASE STUDIES: How and What to Compose Targeting Case Study Reports Case Study Reprots as Part of Larger, Mixed Methods Studies Illustrative Structures for Case Study Compositions Procedures in Doing a Case Study Report What Makes an Examplary Case Study? References Author Index Subject Index About the Author","1984","2025-03-26 12:56:39","2025-03-26 12:56:39","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=Case%20Study%20Research:%20Design%20and%20Methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RM5JU95M","journalArticle","2003","Stefanie Brüninghaus; Stefanie Brüninghaus; Kevin D. Ashley; Kevin D. Ashley","Predicting outcomes of case based legal arguments","","","","10.1145/1047788.1047838","","In this paper, we introduce IBP, an algorithm that combines reasoning with an abstract domain model and case-based reasoning techniques to predict the outcome of case-based legal arguments. Unlike the predictions generated by statistical or machine-learning techniques, IBP's predictions are accompanied by explanations.We describe an empirical evaluation of IBP, in which we compare our algorithm to prediction based on Hypo's and CATO's relevance criteria, and to a number of widely used machine learning algorithms. IBP reaches higher accuracy than all competitors, and hypothesis testing shows that the observed differences are statistically significant. An ablation study indicates that both sources of knowledge in IBP contribute to the accuracy of its predictions.","2003","2025-03-26 12:56:39","2025-03-26 12:56:39","","","","","","","","","","","","","","","","","","","","","","","","","https://doi.org/10.1145/1047788.1047838","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPVAMAIK","journalArticle","1958","Stephen Toulmin; Stephen Toulmin","The uses of argument","","","","","","Preface Introduction 1. Fields of argument and modals 2. Probability 3. The layout of arguments 4. Working logic and idealised logic 5. The origins of epistemological theory Conclusion References Index.","1958","2025-03-26 12:56:39","2025-03-26 12:56:39","","","","","","","","","","","","","","","","","","","","","","","","","https://scholar.google.com/scholar?q=The%20uses%20of%20argument","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXH9VDLA","journalArticle","1979","Jim Mackenzie; Jim Mackenzie","Question-begging in non-cumulative systems","Journal of Philosophical Logic","","","10.1007/bf00258422","","","1979","2025-03-26 12:56:39","2025-03-26 12:56:39","","","","","","","Journal of Philosophical Logic","","","","","","","","","","","","","","","","","","https://doi.org/10.1007/bf00258422","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QUUEBU7F","journalArticle","1992","David B. Skalak; David B. Skalak; Edwina L. Rissland; Edwina L. Rissland","Arguments and cases: An inevitable intertwining","Artificial Intelligence and Law","","","10.1007/bf00118477","","We discuss several aspects of legal arguments, primarily arguments about the meaning of statutes. First, we discuss how the requirements of argument guide the specification and selection of supporting cases and how an existing case base influences argument formation. Second, we present,our evolving taxonomy of patterns of actual legal argument. This taxonomy builds upon our much earlier work on `argument moves"" and also on our more recent analysis of how cases are used to support arguments for the interpretation of legal statutes. Third, we show how the theory of argument used by CABARET, a hybrid case-based/rule-based reasoner, can support many of the argument patterns in our taxonomy.","1992","2025-03-26 12:56:39","2025-03-26 12:56:39","","","","","","","Artificial Intelligence and Law","","","","","","","","","","","","","","","","","","https://doi.org/10.1007/bf00118477","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VAQ3SV7W","journalArticle","1995","Phan Minh Dung; Phan Minh Dung","On the acceptability of arguments and its fundamental role in nonmonotonic reasoning, logic programming and n -person games","Artificial Intelligence","","","10.1016/0004-3702(94)00041-x","","The purpose of this paper is to study the fundamental mechanism, humans use in argumentation, and to explore ways to implement this mechanism on computers. We do so by first developing a theory for argumentation whose central notion is the acceptability of arguments. Then we argue for the “correctness” or “appropriateness” of our theory with two strong arguments. The first one shows that most of the major approaches to nonmonotonic reasoning in AI and logic programming are special forms of our theory of argumentation. The second argument illustrates how our theory can be used to investigate the logical structure of many practical problems. This argument is based on a result showing that our theory captures naturally the solutions of the theory of n-person games and of the well-known stable marriage problem. By showing that argumentation can be viewed as a special form of logic programming with negation as failure, we introduce a general logic-programming-based method for generating meta-interpreters for argumentation systems, a method very much similar to the compiler-compiler idea in conventional programming. Keyword: Argumentation; Nonmonotonic reasoning; Logic programming; n-person games; The stable marriage problem","1995","2025-03-26 12:56:39","2025-03-26 12:56:39","","","","","","","Artificial Intelligence","","","","","","","","","","","","","","","","","","https://doi.org/10.1016/0004-3702(94)00041-x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69T4J7SD","journalArticle","2011","Sepideh Ghanavati; Sepideh Ghanavati; Daniel Amyot; Daniel Amyot; Liam Peyton; Liam Peyton; Liam Peyton","A systematic review of goal-oriented requirements management frameworks for business process compliance","","","","10.1109/relaw.2011.6050270","","Legal compliance has been an active topic in Software Engineering and Information Systems for many years. However, business analysts and others recently started exploiting Requirements Engineering techniques, and in particular goal-oriented approaches, to model and reason about legal documents in system design and business process management. Many contributions involve extracting legal requirements, providing law-compliant business processes, as well as managing and maintaining compliance. In this paper, we report on a systematic literature review focusing on goal-oriented legal compliance of business processes. 88 papers were selected out of nearly 800 unique papers extracted from five search engines, with manual additions from the Requirements Engineering Journal and four relevant conferences. We grouped these papers in eight categories based on a set of criteria and then highlight their main contributions. We found that the main areas for contributions have been in extracting legal requirements, modeling them with goal modeling languages, and integrating them with business processes. We identify gaps and opportunities for future work in areas related to prioritization to improve compliance, templates for generating law-compliant processes, general links between legal requirements, goal models, and business processes, and semi-automation of legal compliance and analysis.","2011","2025-03-26 12:56:39","2025-03-26 12:56:39","","","","","","","","","","","","","","","","","","","","","","","","","https://doi.org/10.1109/relaw.2011.6050270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K4IWRUGT","journalArticle","2003","Trevor Bench‐Capon; Trevor J. M. Bench-Capon","Persuasion in Practical Argument Using Value-based Argumentation Frameworks","Journal of Logic and Computation","","","10.1093/logcom/13.3.429","","In many cases of disagreement, particularly in situations involving practical reasoning, it is impossible to demonstrate conclusively that either party is wrong. The role of argument in such cases is to persuade rather than to prove, demonstrate or refute. Following Perelman, we argue that persuasion in such cases relies on a recognition that the strength of an argument depends on the social values that it advances, and that whether the attack of one argument on another succeeds depends on the comparative strength of the values advanced by the arguments concerned. To model this we extend the standard notion of Argumentation Frameworks (AFs) to Value-based Argumentation Frameworks (VAFs). After defining VAFs we explore their properties, and show how they can provide a rational basis for the acceptance or rejection of arguments, even where this would appear to be a matter of choice in a standard AF .I n particular we show that in a VAF certain arguments can be shown to be acceptable however the relative strengths of the values involved are assessed. This means that disputants can concur on the acceptance of arguments, even when they differ as to which values are more important, and hence that we can identify points for which persuasion should be possible. We illustrate the above using an example moral debate. We then show how factual considerations can be admitted to our framework and discuss the possibility of persuasion in the face of uncertainty and disagreement as to values.","2003","2025-03-26 12:56:39","2025-03-26 12:56:39","","","","","","","Journal of Logic and Computation","","","","","","","","","","","","","","","","","","https://doi.org/10.1093/logcom/13.3.429","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UYRPJIB7","journalArticle","2005","Alison Chorley; Alison Chorley; Trevor Bench‐Capon; Trevor J. M. Bench-Capon","AGATHA: using heuristic search to automate the construction of case law theories","Artificial Intelligence and Law","","","10.1007/s10506-006-9004-2","","In this paper we describe AGATHA, a program designed to automate the process of theory construction in case based domains. Given a seed case and a number of precedent cases, the program uses a set of argument moves to generate a search space for a dialogue between the parties to the dispute. Each move is associated with a set of theory constructors, and thus each point in the space can be associated with a theory intended to explain the seed case and the other cases in the domain. The space is large and so an heuristic search method is needed. This paper describes two methods based on A* and alpha/beta pruning and also a series of experiments designed to explore the appropriateness of different evaluation functions, the most useful precedents to use as seed cases and the quality of the resulting theories.","2005","2025-03-26 12:56:39","2025-03-26 12:56:39","","","","","","","Artificial Intelligence and Law","","","","","","","","","","","","","","","","","","https://doi.org/10.1007/s10506-006-9004-2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EWDPYSSE","journalArticle","","Henry Prakken; Henry Prakken; Giovanni Sartor; Giovanni Sartor","null","Artificial Intelligence and Law","","","10.1023/a:1008278309945","","","///","2025-03-26 12:56:39","2025-03-26 12:56:39","","","","","","","Artificial Intelligence and Law","","","","","","","","","","","","","","","","","","https://doi.org/10.1023/a:1008278309945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NGLPS5NF","journalArticle","2008","Douglas Walton; Douglas Walton; Christopher A. Reed; Chris Reed; Fabrizio Macagno; Fabrizio Macagno","Argumentation Schemes: Acknowledgments","","","","10.1017/cbo9780511802034","","This book provides a systematic analysis of many common argumentation schemes and a compendium of 96 schemes. The study of these schemes, or forms of argument that capture stereotypical patterns of human reasoning, is at the core of argumentation research. Surveying all aspects of argumentation schemes from the ground up, the book takes the reader from the elementary exposition in the first chapter to the latest state of the art in the research efforts to formalize and classify the schemes, outlined in the last chapter. It provides a systematic and comprehensive account, with notation suitable for computational applications that increasingly make use of argumentation schemes.","2008","2025-03-26 12:56:39","2025-03-26 12:56:39","","","","","","","","","","","","","","","","","","","","","","","","","https://doi.org/10.1017/cbo9780511802034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N6YRU9RM","journalArticle","2007","Sepideh Ghanavati; Sepideh Ghanavati; Daniel Amyot; Daniel Amyot; Liam Peyton; Liam Peyton; Liam Peyton","Towards a framework for tracking legal compliance in healthcare","","","","10.1007/978-3-540-72988-4_16","","Hospitals strive to improve the quality of the healthcare they provide. To achieve this, they require access to health data. These data are sensitive since they contain personal information. Governments have legislation to ensure that privacy is respected and hospitals must comply with it. Unfortunately, most of the procedures meant to control access to health information remain paper-based, making it difficult to trace. In this paper, we introduce a framework based on the User Requirements Notation that models the business processes of a hospital and links them with legislation such as the Ontario Personal Health Information Privacy Act (PHIPA). We analyze different types of links, their functionality, and usefulness in complying with privacy law. This framework will help health information custodians track compliance and indicate how their business processes can be improved.","2007","2025-03-26 12:56:39","2025-03-26 12:56:39","","","","","","","","","","","","","","","","","","","","","","","","","https://doi.org/10.1007/978-3-540-72988-4_16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
