"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"TFFNBWH8","journalArticle","2013","Alata, O.; Olivier, C.; Pousset, Y.","Law recognitions by information criteria for the statistical modeling of small scale fading of the radio mobile channel","Signal Processing","","0165-1684","https://doi.org/10.1016/j.sigpro.2012.11.016","https://www.sciencedirect.com/science/article/pii/S0165168412004112","Information criteria based methods are proposed to select the best probability law to model the distribution of samples resulting from the small-scale fading of the propagation channel. The first is based on the estimation of an optimal histogram approximating the probability density function. The second one employs the direct use of an information criterion. Indeed, the modelling of the radio mobile channel small-scale fading is crucial in digital communications. It is the reason why several propagation models have been implemented to take into account the electromagnetic phenomena inherent in radio wave channels. Amongst these models is the family of statistical distributions which is rapid in computation time. In the context of this study our concern is to find, among different probability laws, the one which best coincides with radio channel behaviour. The experimental results show that the proposed methods are better than those methods already employed, such as the classical Kolmogorov–Smirnov test using cumulative distribution functions, or methods using different estimators of probability density functions, like the kernel density estimator and the Gaussian mixture model. Results are provided in supervised and unsupervised contexts.","2013","2025-02-19 14:56:25","2025-02-19 14:56:25","","1064-1078","","5","93","","","","","","","","","","","","","","","","","","","","","Gaussian mixture); Information criteria; Kernel method; Kolmogorov–Smirnov distance; Model selection; Probability density function approximation (histogram; Radio mobile propagation channel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAAZMG2Y","journalArticle","2024","Castano, Silvana; Ferrara, Alfio; Furiosi, Emanuela; Montanelli, Stefano; Picascia, Sergio; Riva, Davide; Stefanetti, Carolina","Enforcing legal information extraction through context-aware techniques: The ASKE approach","Computer Law & Security Review","","0267-3649","https://doi.org/10.1016/j.clsr.2023.105903","https://www.sciencedirect.com/science/article/pii/S0267364923001139","To cope with the growing volume, complexity, and articulation of legal documents as well as to foster digital justice and digital law, increasing effort is being devoted to legal knowledge extraction and digital transformation processes. In this paper, we present the ASKE (Automated System for Knowledge Extraction) approach to legal knowledge extraction, based on a combination of context-aware embedding models and zero-shot learning techniques into a three-phase extraction cycle, which is executed a number of times (called generations) to progressively extract concepts representative of the different meanings of terminology used in legal documents chunks. A graph-based data structure called ASKE Conceptual Graph is initially populated through a data preparation step, and it is continuously enriched at each ASKE generation with results of document chunk classification, new extracted terminology, and newly derived concepts. A quantitative evaluation of ASKE knowledge extraction and document classification is provided by considering the EurLex dataset. Furthermore, we present the results of applying ASKE to a real case-study of Italian case law decisions with qualitative feedback from legal experts in the framework of an ongoing national research project.","2024","2025-02-19 14:56:25","2025-02-19 14:56:25","","105903","","","52","","","","","","","","","","","","","","","","","","","","","Legal knowledge extraction; Natural Language Processing; Digital justice; Legal knowledge graph","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IB7HQMAR","journalArticle","2015","Hunt, Kate Mathews","CloudConsumer: contracts, codes & the law","Computer Law & Security Review","","0267-3649","https://doi.org/10.1016/j.clsr.2015.05.006","https://www.sciencedirect.com/science/article/pii/S0267364915000862","This consumer cloud is in serious flux. Consumers have, perhaps inadvertently, flocked to the cloud via unpaid social media, storage and email offerings, whilst resisting paid cloud take-up for reasons (inter alia) of cost, resources, technical ignorance and security. Yet consumers are taking a storage, privacy and data risk in the ‘free’ cloud, and there is a growing consciousness of this fact. At present however, (non) buyer beware or “you get what you pay for” seems to be the prevailing industry – and consumer – expectation. The result is that individual and small business consumers are caught in a gap between paid and unpaid offerings; one which this paper explores through a consumer law view of cloud computing. An examination of Australian consumer law reveals that cloud provision is, like most other consumer ‘goods’ or ‘services’, covered under Australian law, and in particular, the laws governing false and misleading conduct, unconscionability, statutory guarantees and unfair contract terms. The paper considers these laws and industry regulatory solutions such as the New Zealand CloudCode, together with considering various cases brought to date, future developments and proposing future responses. The underlying prediction is that the emerging issue of consumer cloud integrity may present an impediment to wider individual/small business uptake, and that consumer law may emerge as an effective redress for this perceived market failure, and offer potentials to reshape the industry from a consumer perspective. The author concludes with the view that the cloud industry has significant risk assumption, contractual simplification and educative communication work yet to do to better encourage consumer paid cloud uptake and more universal adoption.","2015","2025-02-19 14:56:25","2025-02-19 14:56:25","","450-477","","4","31","","","","","","","","","","","","","","","","","","","","","Cloud computing; Australia; Consumer guarantees; Consumer law; False representations; Misleading deceptive conduct; Unfair contract terms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5N32MWYH","journalArticle","2024","Gao, Haishu; Zhang, Feng; Ding, Lei; Zhang, Gang; Yang, Libin; Salimu, Athuman","Towards non-virtual inertia control of renewable energy for frequency regulation: Modeling, analysis and new control scheme","International Journal of Electrical Power & Energy Systems","","0142-0615","https://doi.org/10.1016/j.ijepes.2024.110314","https://www.sciencedirect.com/science/article/pii/S0142061524005374","Currently, when renewable generation participates in frequency regulation, the traditional control method is to emulate synchronous generators through virtual inertia control. However, virtual inertia has a time delay, so essentially, it is a fast power response. Meanwhile, virtual inertia control is likely to be affected by frequency fluctuation since it responds to the derivative of frequency. Hence, it’s worth exploring non-virtual inertia control for renewable energy when participating in frequency regulation. For this reason, a novel two-segment droop control scheme for renewable energy frequency regulation is proposed in this research. Firstly, the extended system frequency regulation (SFR) model, which contains virtual inertia with time delay, is built and analytically solved by order decrement based on the Routh approximation method. Afterwards, according to the analytical solution, time delay affects the frequency response of renewable energy. It can also be analytically proved that the non-virtual inertia control, e.g., sole droop control, could replace virtual inertia under the same frequency deviation. Still, more energy may be needed for frequency regulation. Furthermore, a novel two-segment droop control is presented, and to analytically prove its ability to replace virtual inertia, the impulse function balancing principle and the integration by parts algorithm were adopted to address the initial conditions of the differential equation. Based on the analytical expression, it can be analytically proved that a lower frequency deviation can be obtained under the same frequency regulation energy. Accordingly, a parameter-setting method for two-segment droop control was proposed. Finally, the effectiveness of the proposed method is verified by using a two-area system frequency response model, and the results reveal that it can be used to replace virtual inertia and has better performance.","2024","2025-02-19 14:56:25","2025-02-19 14:56:25","","110314","","","162","","","","","","","","","","","","","","","","","","","","","Frequency regulation; Inertia virtual; Renewable energy; Two-segment droop control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QL5C6VZT","journalArticle","2017","Yang, Xiujun; Xie, Lun; Han, Jing; Wang, Zhiliang","Cognitive-affective regulation process for micro-expressions based on Gaussian cloud distribution","CAAI Transactions on Intelligence Technology","","2468-2322","https://doi.org/10.1016/j.trit.2016.12.002","https://www.sciencedirect.com/science/article/pii/S246823221630107X","In this paper, we explore the process of emotional state transition. And the process is impacted by emotional state of interaction objects. First of all, the cognitive reasoning process and the micro-expressions recognition is the basis of affective computing adjustment process. Secondly, the threshold function and attenuation function are proposed to quantify the emotional changes. In the actual environment, the emotional state of the robot and external stimulus are also quantified as the transferring probability. Finally, the Gaussian cloud distribution is introduced to the Gross model to calculate the emotional transitional probabilities. The experimental results show that the model in human–computer interaction can effectively regulate the emotional states, and can significantly improve the humanoid and intelligent ability of the robot. This model is consistent with experimental and emulational significance of the psychology, and allows the robot to get rid of the mechanical emotional transfer process.","2017","2025-02-19 14:56:25","2025-02-19 14:56:25","","56-61","","1","2","","","","","","","","","","","","","","","","","","","","","Cognitive-affective regulation; Emotional intensity; Gaussian cloud distribution; Micro-expression; Transferring probability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LUFHF5ST","bookSection","2005","Vila, Lluis; Yoshino, Hajime","Chapter 17 - Time in Automated Legal Reasoning","","","","","https://www.sciencedirect.com/science/article/pii/S1574652605800197","","2005","2025-02-19 14:56:25","2025-02-19 14:56:25","","537-557","","","1","","","","Foundations of Artificial Intelligence","","","","Elsevier","","","","","","","","","ISSN: 1574-6526 DOI: https://doi.org/10.1016/S1574-6526(05)80019-7","","","","","","Fisher, M.; Gabbay, D.; Vila, L.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KR5389DU","journalArticle","2022","Foy, Mark; Martyn, Dolores; Daly, Debra; Byrne, Aoife; Aguneche, Chinwe; Brennan, Rob","Blockchain-based governance models for COVID-19 digital health certificates: A legal, technical, ethical and security requirements analysis","Procedia Computer Science","","1877-0509","https://doi.org/10.1016/j.procs.2021.12.303","https://www.sciencedirect.com/science/article/pii/S1877050921025424","This paper analyses the requirements of a blockchain-based data governance model for COVID-19 digital health certificates. Recognizing a gap in the existing literature, this paper aims to answer the research question “To what extent does a blockchain-based governance model for COVID-19 digital health certificates in the EU meet the relevant legal, technical, ethical and security requirements?” This paper identifies the required standards and develops a novel framework to determine the viability of blockchain as a governance model. The results of our evaluation indicate that while a private permissioned blockchain can meet the requirements to some degree, the governance element is key to legal compliance; legal risks and ethical implications remain unresolved with the use of blockchain. The paper also found that this model comes with the loss of the main advantages of blockchain – decentralization and anonymity. This evaluation framework may be used in other contexts and for assessing other technologies.","2022","2025-02-19 14:56:25","2025-02-19 14:56:25","","662-669","","","198","","","","","","","","","","","","","","","","","","","","","GDPR; blockchain; COVID-19; governance; health certificate; legal analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UWJX2EE3","journalArticle","2007","Hubbard, Matthew","Non-oscillatory third order fluctuation splitting schemes for steady scalar conservation laws","Journal of Computational Physics","","0021-9991","https://doi.org/10.1016/j.jcp.2006.08.007","https://www.sciencedirect.com/science/article/pii/S0021999106003937","This paper addresses the issue of constructing non-oscillatory, higher than second order, fluctuation splitting methods on unstructured triangular meshes. It highlights the reasons why existing approaches fail and proposes a procedure which can be applied to any high order fluctuation splitting scheme to impose positivity on it. Its success is demonstrated through application to a series of linear and nonlinear scalar problems, using a pseudo-time-stepping technique to reach steady state solutions on two-dimensional unstructured meshes.","2007","2025-02-19 14:56:25","2025-02-19 14:56:25","","740-768","","2","222","","","","","","","","","","","","","","","","","","","","","Fluctuation splitting; High order accuracy; Hyperbolic conservation laws; Positivity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WZDHVEN2","journalArticle","2024","Farhad, Mohsin Ali","Consumer data protection laws and their impact on business models in the tech industry","Telecommunications Policy","","0308-5961","https://doi.org/10.1016/j.telpol.2024.102836","https://www.sciencedirect.com/science/article/pii/S0308596124001332","This study investigates the impact of consumer data protection laws on the business models of technology companies through a mixed methods research (MMR) approach. In an era where data privacy concerns are paramount and regulatory landscapes are rapidly evolving, understanding how businesses adapt their models for compliance while fostering innovation is crucial. This paper offers a detailed examination of the legislative requirements imposed by prominent global data protection laws, including the General Data Protection Regulation (GDPR) and the California Consumer Privacy Act (CCPA), as well as frameworks from Asia and Africa, such as Singapore's Personal Data Protection Act (PDPA) and South Africa's Protection of Personal Information Act (POPIA). This inclusive perspective enhances our understanding of how technology businesses strategically adapt across various regulatory environments and explores the operational, financial, and strategic impacts of these laws on tech companies. Utilizing a dual-phase mixed methods research (MMR) design, the study initially analyzes quantitative data from surveys conducted with a wide range of technology firms, assessing the direct effects of data protection legislation on business operations and financial performance. This is complemented by qualitative insights drawn from in-depth interviews with business leaders and legal experts, shedding light on the strategic adaptations, challenges, and opportunities these laws present. The findings reveal a multifaceted impact, highlighting not only the compliance challenges but also the strategic opportunities for innovation and competitive differentiation that data protection laws offer. Integrated analysis of the quantitative and qualitative data provides a nuanced understanding of how tech companies navigate the complex interplay between legal compliance and business model innovation. This study contributes to the existing literature by offering empirical evidence and practical insights into the adaptation processes of tech companies in response to consumer data protection laws. It also provides valuable recommendations for both policymakers and business leaders, aiming to foster an environment where legal compliance coexists with technological innovation and business growth.","2024","2025-02-19 14:56:25","2025-02-19 14:56:25","","102836","","9","48","","","","","","","","","","","","","","","","","","","","","Business model adaptation; Consumer data protection laws; Mixed methods research; Regulatory impact analysis; Technology industry compliance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIQ3DM94","journalArticle","2022","Xie, Ruifeng; Hu, Zhenjiang","Generic recursive lens combinators and their calculation laws","Theoretical Computer Science","","0304-3975","https://doi.org/10.1016/j.tcs.2022.02.019","https://www.sciencedirect.com/science/article/pii/S0304397522001001","Bidirectional transformation is a generic method for synchronizing two related data structures, with applications in databases, software model transformation, graph transformation, etc. Since the data to synchronize often have complicated and disparate structures, bidirectional transformations are hard to develop, correctly comprehend, reason about, or maintain. Programming language researchers have invested much efforts to invent new frameworks and paradigms, to aid the development of complex bidirectional transformations. However, these frameworks are not always applicable due to certain subtleties in the problem specification; some bidirectional programs become too complicated and unstructured to verify their correctness, not to mention their poor efficiency. In this paper, we propose a collection of generic recursion patterns for bidirectional transformations, and develop corresponding calculation laws. With these generic recursion patterns, we can develop structured bidirectional transformations, which are easy to understand and maintain. With these calculation laws, we can effectively optimize bidirectional programs, while preserving its very semantics. We demonstrate, through calculation of bidirectional transformations on trees, the expressiveness of the combinators and the effectiveness of the calculation laws.","2022","2025-02-19 14:56:25","2025-02-19 14:56:25","","113-137","","","913","","","","","","","","","","","","","","","","","","","","","Bidirectional transformations; Program calculation; Programming language theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6NC2EMAL","journalArticle","1985","Cross, George R.; deBessonet, Cary G.","Representation of legal knowledge for conceptual retrieval","Information Processing & Management","","0306-4573","https://doi.org/10.1016/0306-4573(85)90126-8","https://www.sciencedirect.com/science/article/pii/0306457385901268","The law is a near perfect application area for knowledge representation. Legal knowledge representation is needed in conceptual legal information retrieval systems and in legal reasoning systems. We review the knowledge representation aspects of four such systems: Waterman and Peterson's Legal Decisionmaking System, Hafner's Legal Information Retrieval System, McCarty's TAXMAN, and the deBessonet representation of the Louisiana Civil Code (CCLIPS).","1985","2025-02-19 14:56:25","2025-02-19 14:56:25","","35-44","","1","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NZDQ4YBH","journalArticle","2022","Chomiak-Orsa, Iwona; Greńczuka, Andrzej","Modeling of legal knowledge management system based on ontology","Procedia Computer Science","","1877-0509","https://doi.org/10.1016/j.procs.2022.09.427","https://www.sciencedirect.com/science/article/pii/S1877050922013205","The work presents an analysis of the possibilities of applying it systems modeling methodologies in the management of legal knowledge. Legal knowledge is a specific type of knowledge that is characterized by a unique dynamic, which is law. The constant volatility of legal regulations means that in some areas, e.g. accounting, it can cause unnecessary errors in the books, as well as cause costs in the form of penalties. The area of application of ICT tools in supporting the management of legal knowledge in Poland has not yet been examined, which allows us to conclude that this article goes in the direction of filling gaps. The research method used is an experiment consisting in creating a model of legal knowledge management using ontology. The experiment used the classic approach to creating IT solutions based on UML notation.","2022","2025-02-19 14:56:25","2025-02-19 14:56:25","","3672-3680","","","207","","","","","","","","","","","","","","","","","","","","","UML; information system; knowledge management; semantic network","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z6U3EM37","journalArticle","2024","Kruse, Niklas; Schöning, Julius","Legal conform data sets for yard tractors and robots: AI-based law compliance check on the right to one’s image","Computers and Electronics in Agriculture","","0168-1699","https://doi.org/10.1016/j.compag.2024.109106","https://www.sciencedirect.com/science/article/pii/S0168169924004976","The growing integration of AI in agriculture necessitates access to diverse data sets for training artificial intelligence (AI) systems. Manufacturers often face challenges due to a perceived shortage of valid data sets, highlighting the need for centralized platforms offering high-quality data. While global AI regulations are yet to be established, existing laws govern data collection, creation, labeling, and processing for AI training in various legal systems. The absence of explicit AI laws prompts a call for platforms supplying data to adhere to relevant regulations, especially in areas where AI controls devices interacting with humans, such as collision warning systems in yard tractors and robots. Compliance is crucial, given the complexity of rules governing data sets featuring people, animals, and buildings. The paper focuses on how to check the compliant data sets in Germany’s legal context, focusing on situations in farm yards. People are often visible on such data sets; thus, the data set must preserve the right to informational self-determination and one’s image, which is prevalent in many legal systems. Images portraying people typically qualify as personal data, requiring careful anonymization to address privacy concerns. The paper uses artificial neural networks (ANN) to remove images that contradict people’s rights on one’s image; thus, data sets that comply with data protection laws can be created. It also addresses the lesser-explored issue of the right to one’s image in German law. Though AI training may not be impeded, dissemination via digital platforms must adhere to legal boundaries, even if metadata is absent. The paper suggests an AI solution to identify images within legal limits, detect violations, and modify them to create a legally compliant data set respecting the right to one’s image.","2024","2025-02-19 14:56:25","2025-02-19 14:56:25","","109106","","","223","","","","","","","","","","","","","","","","","","","","","Compliance; AI; Farm yard; Legal conform data sets; Right to one’s image","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NGB9NT55","journalArticle","2024","Chien, Kuo-Chun; Chang, Chia-Hui; Sun, Ren-Der","Legal knowledge management for prosecutors based on judgment prediction and error analysis from indictments","Computer Law & Security Review","","0267-3649","https://doi.org/10.1016/j.clsr.2023.105902","https://www.sciencedirect.com/science/article/pii/S0267364923001127","Legal AI aims to provide improved knowledge management services based on legal documents. Existing legal judgment prediction datasets mainly use court verdicts. However, for prosecutors, the use of indictments for judgment predictions can help detecting inconsistencies between predictions and prosecution, providing prosecutors with more accurate references to laws and charges through error analysis. In this study, we collect a dataset called TWLJP, which contains 342,754 indictments. We compared three possible messaging passing architectures among the law, regulation, and accusation cause prediction tasks, i.e. independent, topological, and interactive. The result shows that interactive message passing among the three tasks achieved the best Macro-F1 performance of 95.2 %, 79.62 %, and 65.84 % for laws, regulations, and accusation cause prediction, respectively. We further improve the prediction of accusation cause from 8.8 % macro-F1 to 62.3 % for underperformed accusation causes via Prompt-Based Learning. Finally, in view of the situation where the charge prediction are written in various ways, we adopted a lenient approach to assess the accusation and improved the accusation performance to 77.2 %.","2024","2025-02-19 14:56:25","2025-02-19 14:56:25","","105902","","","52","","","","","","","","","","","","","","","","","","","","","Machine learning; Legal AI; Legal judgment prediction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8SIYM9PG","journalArticle","2016","Thelwall, Mike","Are there too many uncited articles? Zero inflated variants of the discretised lognormal and hooked power law distributions","Journal of Informetrics","","1751-1577","https://doi.org/10.1016/j.joi.2016.04.014","https://www.sciencedirect.com/science/article/pii/S1751157716300153","Although statistical models fit many citation data sets reasonably well with the best fitting models being the hooked power law and discretised lognormal distribution, the fits are rarely close. One possible reason is that there might be more uncited articles than would be predicted by any model if some articles are inherently uncitable. Using data from 23 different Scopus categories, this article tests the assumption that removing a proportion of uncited articles from a citation dataset allows statistical distributions to have much closer fits. It also introduces two new models, zero inflated discretised lognormal distribution and the zero inflated hooked power law distribution and algorithms to fit them. In all 23 cases, the zero inflated version of the discretised lognormal distribution was an improvement on the standard version and in 16 out of 23 cases the zero inflated version of the hooked power law was an improvement on the standard version. Without zero inflation the discretised lognormal models fit the data better than the hooked power law distribution 6 out of 23 times and with it, the discretised lognormal models fit the data better than the hooked power law distribution 9 out of 23 times. Apparently uncitable articles seem to occur due to the presence of academic-related magazines in Scopus categories. In conclusion, future citation analysis and research indicators should take into account uncitable articles, and the best fitting distribution for sets of citation counts from a single subject and year is either the zero inflated discretised lognormal or zero inflated hooked power law.","2016","2025-02-19 14:56:25","2025-02-19 14:56:25","","622-633","","2","10","","","","","","","","","","","","","","","","","","","","","Citation analysis; Discretised lognormal distribution; Hooked power law; Uncited articles; Zero inflated discretised lognormal distribution; Zero inflated hooked power law","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9LD8TEAH","journalArticle","2019","Rohmat, Faizal I. W.; Labadie, John W.; Gates, Timothy K.","Deep learning for compute-efficient modeling of BMP impacts on stream- aquifer exchange and water law compliance in an irrigated river basin","Environmental Modelling & Software","","1364-8152","https://doi.org/10.1016/j.envsoft.2019.104529","https://www.sciencedirect.com/science/article/pii/S1364815218312982","Inefficient irrigation practices in the alluvial Lower Arkansas River Basin (LARB) of Colorado are contributing to salinization, waterlogging, reduced crop yields, and harmful concentrations of pollutants in the stream-aquifer system. Intensive data collection and modeling efforts in the LARB over the past 20 years have resulted in development of the GIS-based basin-scale decision support system River GeoDSS. Parallel efforts in regional-scale calibration and application of the MODFLOW-SFR2-RT3D-OTIS stream-aquifer system model permit evaluation of best management practices (BMPs) designed to mollify adverse environmental impacts. Since BMP implementation is allowable only if water laws are not violated, a deep learning model is developed to serve as an accurate, compute-efficient surrogate of MODFLOW-SFR2 and is imbedded in River GeoDSS for assessing basin-scale impacts of BMP implementations on stream-aquifer exchange and water rights. It is shown that BMPs can be implemented while maintaining reasonable water law compliance with development of a new reservoir storage account.","2019","2025-02-19 14:56:25","2025-02-19 14:56:25","","104529","","","122","","","","","","","","","","","","","","","","","","","","","Machine learning; Irrigation; Artificial neural networks; Geographic information systems; Groundwater modeling; River basin management; Stream-aquifer systems; Water law compliance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HGWTUT6Q","journalArticle","2001","Newman, Simon","LEGAL RISK ANALYSIS: LEGAL RISK MANAGEMENT VIA DEPENDENCY MODELLING","Computer Law & Security Review","","0267-3649","https://doi.org/10.1016/S0267-3649(01)01113-X","https://www.sciencedirect.com/science/article/pii/S026736490101113X","Since April 2000 the Information Technology Law Unit of Queen Mary College, University of London, has been working as part of the ECLIP II project with the consultancy firm Arium Risk Architecture, in the exciting and challenging field of Legal Risk Analysis. The IT Law Unit has been helping Arium to develop a legal risk management model for the Internet, providing data input and insight into the various aspects of e-commerce, and validating the model structure in light of our specialist legal knowledge. This article explores the work being undertaken and its applications.","2001","2025-02-19 14:56:25","2025-02-19 14:56:25","","409-414","","6","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2J7UTPJJ","journalArticle","2021","Zhou, Peng; El-Gohary, Nora","Semantic information alignment of BIMs to computer-interpretable regulations using ontologies and deep learning","Advanced Engineering Informatics","","1474-0346","https://doi.org/10.1016/j.aei.2020.101239","https://www.sciencedirect.com/science/article/pii/S1474034620302081","A semantic information alignment method is proposed to align the representations used in building information models (BIMs) to the representations used in energy regulations. Compared to existing alignment efforts, which are either manual or semi-automated, the proposed method aims to automate the alignment process for supporting fully automated energy compliance checking. A first-level simple alignment method is proposed to align single design information instances to single regulatory concepts, in which (1) domain knowledge is used for interpreting the meaning of concepts to recognize candidate instances, and (2) deep learning is used for capturing the semantics behind the words to measure semantic similarity and select the matches. A final complex alignment method is proposed to recognize the instance groups belonging to a regulatory requirement, in which (1) supervised and unsupervised searching algorithms are used to identify the instance pairs, and (2) network modeling is used to group and link the instance pairs to the requirement. The proposed method showed 93.4% recall and 94.7% precision on the testing data.","2021","2025-02-19 14:56:25","2025-02-19 14:56:25","","101239","","","48","","","","","","","","","","","","","","","","","","","","","Deep learning; Ontology; Automated compliance checking; Information extraction; Building information modeling; Semantic information alignment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U9YWS9RY","journalArticle","2022","Rojszczak, Marcin","Online content filtering in EU law – A coherent framework or jigsaw puzzle?","Computer Law & Security Review","","0267-3649","https://doi.org/10.1016/j.clsr.2022.105739","https://www.sciencedirect.com/science/article/pii/S0267364922000826","With the spread of global digital services, the need to establish effective barriers to the dissemination of illegal content has also grown. Online services, instead of supporting the building of social relationships and allowing the free exchange of ideas, are increasingly becoming platforms for spreading hate speech or promoting extremist behaviour. The commitment to respect fundamental rights on which the Union has been built also requires those rights to be protected in cyberspace. Increasingly, one measure implemented to achieve this goal is filtering or blocking illegal content. In recent years, as a result of both the jurisprudence of European courts and the activity of the EU legislature, content filtering measures are increasingly used in an automatic and often also preventive manner. The freedom to use them on the part of digital service providers raises obvious concerns about compliance with human rights standards, often leading to allegations of implementing a new form of “digital censorship”. Assuming that content filtering will be a measure that will be increasingly used in an automatic manner, it is particularly important to establish adequate standards of legal safeguards to protect against the risk of their abuse. The purpose of this article is to explain why the regulations currently being introduced do not create a coherent regulatory model and de facto hamper the effective protection of end-user rights and public security objectives, by introducing a series of often overlapping legal requirements. In this respect, the mosaic of various regulations does not facilitate the definition of a coherent standard of legal safeguards, which in turn delimits the boundaries of the application of automatic content filtering measures.","2022","2025-02-19 14:56:25","2025-02-19 14:56:25","","105739","","","47","","","","","","","","","","","","","","","","","","","","","Content filtering; Notice and takedown; Online censorship; Prior restraint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65UMTQST","journalArticle","2020","Tamburri, Damian A.","Design principles for the General Data Protection Regulation (GDPR): A formal concept analysis and its evaluation","Information Systems","","0306-4379","https://doi.org/10.1016/j.is.2019.101469","https://www.sciencedirect.com/science/article/pii/S0306437919305216","Data and software are nowadays one and the same: for this very reason, the European Union (EU) and other governments introduce frameworks for data protection — a key example being the General Data Protection Regulation (GDPR). However, GDPR compliance is not straightforward: its text is not written by software or information engineers but rather, by lawyers and policy-makers. As a design aid to information engineers aiming for GDPR compliance, as well as an aid to software users’ understanding of the regulation, this article offers a systematic synthesis and discussion of it, distilled by the mathematical analysis method known as Formal Concept Analysis (FCA). By its principles, GDPR is synthesised as a concept lattice, that is, a formal summary of the regulation, featuring 144372 records — its uses are manifold. For example, the lattice captures so-called attribute implications, the implicit logical relations across the regulation, and their intensity. These results can be used as drivers during systems and services (re-)design, development, operation, or information systems’ refactoring towards more GDPR consistency.","2020","2025-02-19 14:56:25","2025-02-19 14:56:25","","101469","","","91","","","","","","","","","","","","","","","","","","","","","GDPR; Formal-concept analysis; Privacy-by-design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
