"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"J3PITXPP","conferencePaper","2024","Hassani, Shabnam","Enhancing Legal Compliance and Regulation Analysis with Large Language Models","2024 IEEE 32nd International Requirements Engineering Conference (RE)","","","10.1109/RE59067.2024.00065","","This research explores the application of Large Language Models (LLMs) for automating the extraction of requirement-related legal content in the food safety domain and checking legal compliance of regulatory artifacts. With Industry 4.0 revolutionizing the food industry and with the General Data Protection Regulation (GDPR) reshaping privacy policies and data processing agreements, there is a growing gap between regulatory analysis and recent technological advancements. This study aims to bridge this gap by leveraging LLMs, namely BERT and GPT models, to accurately classify legal provisions and automate compliance checks. Our findings demonstrate promising results, indicating LLMs' significant potential to enhance legal compliance and regulatory analysis efficiency, notably by reducing manual workload and improving accuracy within reasonable time and financial constraints.","2024-06","2025-02-19 14:51:09","2025-02-19 14:51:09","","507-511","","","","","","","","","","","","","","","","","","","","ISSN: 2332-6441","","","","GDPR; Law; Regulation; Legal Requirements; Legal Compliance; BERT; Internet of Things; Large language models; Food industry; Food Safety; Fourth Industrial Revolution; GPT-3.5; GPT-4; Industry 4.0; Large Language Models; Manuals; Safety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNK5DQBX","journalArticle","2024","Zhuang, Yanyu; Wei, Hua","Design of a Personal Credit Risk Prediction Model and Legal Prevention of Financial Risks","IEEE Access","","2169-3536","10.1109/ACCESS.2024.3466192","","With the escalating demand for personal credit, banking financial institutions face the imperative to expand their user base and mitigate losses caused by non-performing loans (NPLs). This study addresses the necessity for accurate and efficient personal credit risk assessment systems, focusing on rectifying credit data imbalances and developing a high-performing credit risk prediction model. To tackle data imbalance, deep learning’s Generative Adversarial Network (GAN) is employed for oversampling, learning the distribution of default samples within high-risk financial groups. “New” default samples are then integrated into the original dataset to achieve a balanced representation of default and normal samples. In the era of big data, marked by a surge in personal credit data dimensions and sample numbers, an advanced ensemble learning model, the Light Gradient Boosting Machine (LightGBM), is combined with the GAN model for credit risk prediction. The study utilizes six different imbalance ratio datasets from the Knowledge Extraction based on Evolutionary Learning platform to experiment with the GAN model’s classification effectiveness. Additionally, consumer finance company credit data, consisting of 559 features, undergoes data preprocessing and feature extraction to validate the LightGBM-GAN model’s effectiveness for credit risk prediction. Experimental results reveal that: (1) GAN significantly improves risk information classification (achieving an 86.7% accuracy), outperforming traditional oversampling methods on multiple datasets; (2) The LightGBM-GAN model excels in Area Under the Receiver Operating Characteristic Curve and Kolmogorov-Smirnov statistic values (averaging 0.86 and 0.87, respectively), establishing itself as an effective credit risk prediction model; (3) Feature importance identified by the LightGBM model underscores the predictive potential of financial weakly correlated variables, such as consumer behavior data. This study strives to equip financial institutions with efficient and precise credit risk assessment tools, ensuring compliance with laws and regulations, averting legal risks, reducing NPL risks, and fortifying the stability of the financial system.","2024","2025-02-19 14:51:09","2025-02-19 14:51:09","","146244-146255","","","12","","","","","","","","","","","","","","","","","","","","","Training; Data models; Generators; Accuracy; generative adversarial network; Generative adversarial networks; Gradient methods; legal prevention; light gradient boosting machine; Predictive models; Risk assessment; Risk management; risk prediction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WM5XGIQD","conferencePaper","2024","Bulakh, Ashish Kumar; Sajan, Vishnu; Gupta, Ashwani Kumar; Singh, Vratika; Pundir, Dhannjay Singh; Rao, N. Venkata","Revolutionizing B2B E-Commerce: A Legal Study on the Transformative Impact of Hybrid AI Integration","2024 4th International Conference on Ubiquitous Computing and Intelligent Information Systems (ICUIS)","","","10.1109/ICUIS64676.2024.10866223","","The rapid expansion of B2B e-commerce has introduced new challenges in managing legal risks, ensuring contract compliance, and resolving disputes efficiently. This paper presents a novel Hybrid Model Integrating Transformer-based Architecture (HMTBA) using BERT and Variational AutoEncoder (VAE) for enhanced legal risk prediction in B2B e-commerce. The proposed hybrid deep learning model addresses the growing complexities in contract compliance, legal disputes, and transactional analysis by combining the strengths of BERT for textual understanding and VAE for dimensionality reduction of high-dimensional structured data. The model was evaluated against nine existing models, including CNN, RNN, GRU, LSTM, Transformer, XGBoost, BERT, VAE, and Hybrid CNN-LSTM, using a dataset of 4318 data points consisting of B2B transactions, legal case studies, contracts, and compliance reports. The proposed HMTBA model achieved superior performance with an accuracy of 95.82%, precision of 93.72%, recall of 94.35%, and F1-score of 94.03%. This significant improvement over existing models demonstrates the potential of HMTBA to enhance legal risk management and improve contract compliance in B2B e-commerce. The results also show that despite higher computational demands, the accuracy and robustness of the proposed model offer a transformative solution for legal analysis and compliance monitoring in e-commerce platforms.","2024-12","2025-02-19 14:51:09","2025-02-19 14:51:09","","99-106","","","","","","","","","","","","","","","","","","","","","","","","Law; BERT; Analytical models; Data models; Accuracy; Predictive models; B2B E-Commerce; Computational modeling; Contract Compliance; Contracts; Deep Learning; Electronic commerce; Hybrid Model; Legal Risk Prediction; Transformer; Transformers; Ubiquitous computing; VAE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NCU2YPXY","conferencePaper","2017","Mandal, Sayonnha; Gandhi, Robin; Siy, Harvey","Modular Norm Models: A Lightweight Approach for Modeling and Reasoning about Legal Compliance","2017 IEEE 15th Intl Conf on Dependable, Autonomic and Secure Computing, 15th Intl Conf on Pervasive Intelligence and Computing, 3rd Intl Conf on Big Data Intelligence and Computing and Cyber Science and Technology Congress(DASC/PiCom/DataCom/CyberSciTech)","","","10.1109/DASC-PICom-DataCom-CyberSciTec.2017.115","","Complying with legal regulatory requirements in privacy and security is necessary for critical software systems. Analysis of complex and voluminous legal text can benefit from the automation and traceability of logic-based models. We propose such a model based on norms. Norms are legal rights and associated duties expressed in regulatory documents. Such norm models help reason about available rights and required duties based on the satisfiability of situations, a state-of-affair, in a given scenario. But model extraction from natural language as well as compliance reasoning in complex scenarios needs subject matter expertise. Our method enables modular norm model extraction and reasoning. For extraction, using the theory of frame-semantics we construct two foundational norm templates that cover Hohfeld's concepts of claim-right and its jural correlative, duty. Template instantiations from legal text result in a repeatable method for extraction of modular norm models. For reasoning, we introduce the notion of a super-situation. Super-situations contain other norm models. Compliance results from a modular norm are propagated to its containing super-situation, which in turn participates in other modular norms. This modularity allows on-demand incremental modeling and reasoning using simpler model primitives than previous approaches.","2017-11","2025-02-19 14:51:09","2025-02-19 14:51:09","","657-662","","","","","","","","","","","","","","","","","","","","","","","","Law; Privacy; Natural language processing; compliance; norms; satisfiability; Semantics; Analytical models; applicability; Cognition; Frame semantics; Hohfeld rights; laws","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JFYLEZJT","conferencePaper","2010","Governatori, Guido","Law, logic and business processes","2010 Third International Workshop on Requirements Engineering and Law","","","10.1109/RELAW.2010.5625356","","Since its inception one of the aims of legal informatics has been to provide tools to support and improve the day to day activities of legal and normative practice and a better understanding of legal reasoning. The internet revolutions, where more and more daily activities are routinely performed with the support of ITC tools, offers new opportunities to legal informatics. We argue that the current technology begins to be mature enough to embrace in the challenge to make intelligent ICT support widespread in the legal and normative domain. In this paper we examine a logical model to encode norms and we use the formalisation of relevant law and regulations for regulatory compliance for business processes.","2010-09","2025-02-19 14:51:09","2025-02-19 14:51:09","","1-10","","","","","","","","","","","","","","","","","","","","","","","","Law; Regulatory Compliance; Business; Cognition; Book reviews; Business Process Compliance; Defeasible Logic; Deontic Logic; Force; Maintenance engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7TZG4CJN","conferencePaper","2010","Breaux, Travis D.","A method to acquire compliance monitors from regulations","2010 Third International Workshop on Requirements Engineering and Law","","","10.1109/RELAW.2010.5625358","","Developing software systems in heavily regulated industries requires methods to ensure systems comply with regulations and law. A method to acquire finite state machines (FSM) from stakeholder rights and obligations for compliance monitoring is proposed. Rights and obligations define what people are permitted or required to do; these rights and obligations affect software requirements and design. The FSM allows stakeholders, software developers and compliance officers to trace events through the invocation of rights and obligations as pre- and post-conditions. Compliance is monitored by instrumenting runtime systems to report these events and detect violations. Requirements and software engineers specify the rights and obligations, and apply the method using three supporting tasks: 1) identify under-specifications, 2) balance rights with obligations, and 3) generate finite state machines. Preliminary validation of the method includes FSMs generated from U.S. healthcare regulations and tool support to parse these specifications and generate the FSMs.","2010-09","2025-02-19 14:51:09","2025-02-19 14:51:09","","17-26","","","","","","","","","","","","","","","","","","","","","","","","Monitoring; Law; Privacy; Software; Semantics; Medical services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LTEQM7T6","conferencePaper","2011","Papazoglou, Michael P.","Making Business Processes Compliant to Standards and Regulations","2011 IEEE 15th International Enterprise Distributed Object Computing Conference","","","10.1109/EDOC.2011.37","","Compliance regulations require enterprises to review their SOA applications to ensure that they satisfy the set of relevant compliance requirements. Despite an increasing number of methods and tools, organizations have a pressing need for a comprehensive compliance framework to help them ensure that their business processes comply with requirements set forth by regulations, laws, and standards. In this paper we explain how to cope with business process compliance requirements and present a framework to capture and manage compliance requirements. We introduce a declarative Compliance Request Language for specifying compliance requirements. We also examine a set of compliance patterns to support the definition of frequently recurring compliance requirements in association with business processes. This approach enables the application of automated tools for compliance analysis and verification.","2011-08","2025-02-19 14:51:09","2025-02-19 14:51:09","","3-13","","","","","","","","","","","","","","","","","","","","ISSN: 1541-7719","","","","Monitoring; Regulatory compliance; Risk management; Compliance constraint detection and prevention; Compliance patterns; Compliance Request Language; Organizations; Process control; Root-cause analysis; Runtime; Standards organizations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZKN4AVQJ","conferencePaper","2024","Ceci, Marcello; Bianculli, Domenico; Briand, Lionel C.","Defining a Model for Content Requirements from the Law: An Experience Report","2024 IEEE 32nd International Requirements Engineering Conference (RE)","","","10.1109/RE59067.2024.00013","","This paper reports on the experience of building a content model in collaboration with a national financial supervisory authority, with the goal of automating the compliance checking activity performed by the agents of the supervisory authority on fund documentation. The work is focused on modelling content requirements found in the law, i.e., deontic rules prescribing that some information is contained in an official document. For such requirements, the main modelling effort revolves around the required content and its information types. We therefore designed a process to build a content model, elaborating design criteria for the model which partly depend on the use case encompassing compliance checking. We built the content model through iterative interactions between a knowledge engineer and domain experts designed to ensure that the model is not limited to representing only the letter of the law, but rather represents the relevant distinctions in the practice of compliance checking. We drew lessons learned regarding the need for setting up classification criteria for information types and handling the trade-off between expressivity and maintainability of the model.","2024-06","2025-02-19 14:51:09","2025-02-19 14:51:09","","18-30","","","","","","","","","","","","","","","","","","","","ISSN: 2332-6441","","","","Requirements engineering; Knowledge engineering; Regulation; Documentation; Legal compliance; Ontologies; Buildings; Collaboration; Conceptual modeling; Methodologies and tools; Regtech","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C2L5VGID","conferencePaper","2024","Hassani, Shabnam; Sabetzadeh, Mehrdad; Amyot, Daniel; Liao, Jain","Rethinking Legal Compliance Automation: Opportunities with Large Language Models","2024 IEEE 32nd International Requirements Engineering Conference (RE)","","","10.1109/RE59067.2024.00051","","As software-intensive systems face growing pressure to comply with laws and regulations, providing automated support for compliance analysis has become paramount. Despite advances in the Requirements Engineering (RE) community on legal compliance analysis, important obstacles remain in developing accurate and generalizable compliance automation solutions. This paper highlights some observed limitations of current approaches and examines how adopting new automation strategies that leverage Large Language Models (LLMs) can help address these shortcomings and open up fresh opportunities. Specifically, we argue that the examination of (textual) legal artifacts should, first, employ a broader context than sentences, which have widely been used as the units of analysis in past research. Second, the mode of analysis with legal artifacts needs to shift from classification and information extraction to more end-to-end strategies that are not only accurate but also capable of providing explanation and justification. We present a compliance analysis approach designed to address these limitations. We further outline our evaluation plan for the approach and provide preliminary evaluation results based on data processing agreements (DPAs) that must comply with the General Data Protection Regulation (GDPR). Our initial findings suggest that our approach yields substantial accuracy improvements and, at the same time, provides justification for compliance decisions.","2024-06","2025-02-19 14:51:09","2025-02-19 14:51:09","","432-440","","","","","","","","","","","","","","","","","","","","ISSN: 2332-6441","","","","GDPR; Law; Regulation; Legal Requirements; Legal Compliance; Large language models; GPT-4; Large Language Models; Accuracy; Automation; Data processing; Information retrieval","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FQSSRKHY","conferencePaper","2014","Buksa, Ilze","Business processes and regulations compliance management technology","2014 IEEE 22nd International Requirements Engineering Conference (RE)","","","10.1109/RE.2014.6912304","","Organizations must comply with a number of external and internal regulations for business governance and must ensure that their processes are running accordingly to requirements of regulations. Therefore business process and regulations compliance analysis audit and management tasks take a very important role in daily operational activities for each organization. Due to high complexity this task can become challenging. In some domains regulations are changing rapidly. Process models must be flexible and easy adjustable to changing requirements, since the lack of ability to comply with regulations can lower down the competitiveness of an organizations. Thus, rapid changes of regulations require rapid changes of related business processes. The goal of the PhD work is to develop business process and regulations compliance management technology which should enable business process construction from regulations and change monitoring of regulations and business processes to ensure easy and rapid modification of business process model or regulations, thus also ensuring compliance.","2014-08","2025-02-19 14:51:09","2025-02-19 14:51:09","","489-493","","","","","","","","","","","","","","","","","","","","ISSN: 2332-6441","","","","Monitoring; compliance; regulations; business process; Analytical models; Organizations; Standards organizations; Conferences; Couplings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34MTDT4Z","conferencePaper","2020","Sharifi, Sepehr; Parvizimosaed, Alireza; Amyot, Daniel; Logrippo, Luigi; Mylopoulos, John","Symboleo: Towards a Specification Language for Legal Contracts","2020 IEEE 28th International Requirements Engineering Conference (RE)","","","10.1109/RE48521.2020.00049","","Legal contracts specify the terms and conditions (in essence, requirements) that apply to business transactions. Smart contracts are software systems that monitor and control the execution of contracts to ensure compliance. This paper proposes a formal specification language for contracts, called Symboleo, where contracts consist of collections of obligations and powers that define the legal contract's compliant executions. The formal semantics of Symboleo is based on an extension of an ontology for Law and is described in terms of logical axioms on statecharts that describe the lifetimes of contracts, obligations and powers. Our proposal includes a preliminary evaluation through the specification of a real life-inspired Sale-of-Goods contract, with a prototype execution engine. We envision this language to enable formally verifying contracts to detect requirements-level issues and to generate executable smart contracts (e.g., on blockchain technology).","2020-08","2025-02-19 14:51:09","2025-02-19 14:51:09","","364-369","","","","","","","","","","","","","","","","","","","","ISSN: 2332-6441","","","","Monitoring; Law; Legal contracts; smart contracts; Ontologies; Contracts; Currencies; formal specification languages; software requirements specifications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
